transaction_id,date,time,branch,customer_name,product,category,quantity,unit_price,total_amount,payment_method,staff_name,loyalty_member
TXN-00389,2024-10-09,11:45,Pasig,Luis Gonzales,Blueberry Muffin,Pastry,1,85.0,85.0,GCash,Ryan Go,True
TXN-00390,2024-07-22,12:00,Quezon City,Renz Bautista,Blueberry Muffin,Pastry,3,85.0,255.0,Debit Card,Rina Ocampo,False
TXN-00391,2024-03-22,09:15,Ortigas,Jose Garcia,Cinnamon Roll,Pastry,4,100.0,400.0,GCash,Mark Tan,False
TXN-00392,2024-07-08,10:00,Ortigas,Marco Ramos,Blueberry Muffin,Pastry,2,85.0,170.0,Credit Card,Jessa Lim,True
TXN-00393,2024-11-28,12:00,Pasig,Isabella De Leon,Banana Bread,Pastry,2,80.0,160.0,Debit Card,Rina Ocampo,False
TXN-00394,2024-11-30,13:30,Mandaluyong,Lea Gonzales,Chocolate Croissant,Pastry,2,95.0,190.0,Debit Card,Mira Flores,False
TXN-00395,2024-06-25,14:45,Quezon City,Carla Mendoza,Chocolate Croissant,Pastry,2,95.0,190.0,GCash,Mark Tan,False
TXN-00396,2024-04-18,09:15,Mandaluyong,Juan Bautista,Cappuccino,Hot Drinks,2,145.0,290.0,Credit Card,Alvin Santos,True
TXN-00397,2024-09-03,17:45,Mandaluyong,Nico Santos,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Cash,Rina Ocampo,True
TXN-00398,2024-03-09,17:00,Quezon City,Isabella Gonzales,Blueberry Muffin,Pastry,1,85.0,85.0,Debit Card,Mira Flores,True
TXN-00399,2024-12-04,20:30,Ortigas,Ramon De Leon,Caramel Latte,Hot Drinks,1,155.0,155.0,GCash,Paolo Cruz,False
TXN-00400,2024-11-03,09:15,Ortigas,Andrea Gonzales,Banana Bread,Pastry,1,80.0,80.0,Debit Card,Mark Tan,True
TXN-00401,2024-07-12,13:15,Cubao,Tanya Bautista,Brewed Coffee,Hot Drinks,1,95.0,95.0,GCash,Mark Tan,True
TXN-00402,2024-08-31,16:00,Quezon City,Ana Mendoza,Banana Bread,Pastry,3,80.0,240.0,Debit Card,Jessa Lim,False
TXN-00403,2024-09-24,13:30,Cubao,Ramon Castillo,Hot Chocolate,Hot Drinks,1,130.0,130.0,Maya,Mark Tan,False
TXN-00404,2024-03-09,11:45,Pasig,Felix Ramos,Brewed Coffee,Hot Drinks,1,95.0,95.0,GCash,Jessa Lim,True
TXN-00405,2024-10-22,15:00,Alabang,Sofia Aquino,Chocolate Croissant,Pastry,1,95.0,95.0,Credit Card,Alvin Santos,True
TXN-00406,2024-03-20,13:30,Pasig,Marco Villanueva,Cold Brew,Cold Drinks,1,150.0,150.0,Credit Card,Paolo Cruz,False
TXN-00407,2024-10-09,19:45,Pasig,Ramon Torres,Cappuccino,Hot Drinks,2,145.0,290.0,Debit Card,Alvin Santos,False
TXN-00408,2024-03-11,20:00,Mandaluyong,Miguel Reyes,Blueberry Muffin,Pastry,1,85.0,85.0,Debit Card,Mira Flores,False
TXN-00409,2024-10-08,16:00,BGC,Maria Castillo,Americano,Hot Drinks,4,120.0,480.0,GCash,Ryan Go,False
TXN-00410,2024-02-15,08:30,Cubao,Jose Aquino,Cappuccino,Hot Drinks,1,145.0,145.0,Credit Card,Diana Reyes,True
TXN-00411,2024-03-30,17:45,Mandaluyong,Tanya Torres,Iced Americano,Cold Drinks,1,130.0,130.0,Cash,Paolo Cruz,True
TXN-00412,2024-12-11,07:30,Cubao,Ana Torres,Brewed Coffee,Hot Drinks,5,95.0,475.0,Maya,Mira Flores,False
TXN-00413,2024-10-27,10:00,Alabang,Felix Torres,Chocolate Croissant,Pastry,4,95.0,380.0,Maya,Diana Reyes,True
TXN-00414,2024-11-06,10:45,BGC,Miguel Ramos,Cold Brew,Cold Drinks,1,150.0,150.0,Debit Card,Mark Tan,False
TXN-00415,2024-06-23,08:30,Ortigas,Patricia Ramos,Banana Bread,Pastry,1,80.0,80.0,GCash,Alvin Santos,False
TXN-00416,2024-12-14,14:00,Mandaluyong,Lea Bautista,Iced Americano,Cold Drinks,1,130.0,130.0,GCash,Alvin Santos,False
TXN-00417,2024-06-29,15:00,Alabang,Ana Ramos,Cheese Danish,Pastry,1,90.0,90.0,Cash,Rina Ocampo,False
TXN-00418,2024-06-09,12:15,Mandaluyong,Sofia Mendoza,Cheese Danish,Pastry,1,90.0,90.0,GCash,Paolo Cruz,False
TXN-00419,2024-04-15,10:15,BGC,Juan Reyes,Hot Chocolate,Hot Drinks,1,130.0,130.0,Credit Card,Jessa Lim,True
TXN-00420,2024-09-03,12:30,Pasig,Ramon Cruz,Cold Brew,Cold Drinks,3,150.0,450.0,Credit Card,Paolo Cruz,True
TXN-00421,2024-01-28,15:45,Quezon City,Marco Ramos,Cold Brew,Cold Drinks,1,150.0,150.0,Credit Card,Mark Tan,False
TXN-00422,2024-06-10,18:00,Alabang,Juan Flores,Caramel Latte,Hot Drinks,1,155.0,155.0,Debit Card,Diana Reyes,True
TXN-00423,2024-10-07,11:15,Quezon City,Andrea Flores,Strawberry Frappe,Cold Drinks,4,175.0,700.0,Credit Card,Mira Flores,True
TXN-00424,2024-08-02,18:30,Quezon City,Miguel Villanueva,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Debit Card,Paolo Cruz,True
TXN-00425,2024-05-18,19:15,Quezon City,Sofia Cruz,Cinnamon Roll,Pastry,3,100.0,300.0,Credit Card,Jessa Lim,True
TXN-00426,2024-08-03,14:15,Ortigas,Andrea Castillo,Banana Bread,Pastry,2,80.0,160.0,Maya,Diana Reyes,True
TXN-00427,2024-07-22,08:15,BGC,Ramon De Leon,Caramel Latte,Hot Drinks,3,155.0,465.0,Credit Card,Alvin Santos,False
TXN-00428,2024-07-03,12:30,Mandaluyong,Marco De Leon,Iced Americano,Cold Drinks,1,130.0,130.0,Debit Card,Rina Ocampo,False
TXN-00429,2024-06-30,12:45,Pasig,Lea Villanueva,Cinnamon Roll,Pastry,3,100.0,300.0,Credit Card,Rina Ocampo,True
TXN-00430,2024-11-23,19:30,Quezon City,Ana Reyes,Cold Brew,Cold Drinks,2,150.0,300.0,Maya,Paolo Cruz,False
TXN-00431,2024-06-11,17:30,Ortigas,Lea Torres,Cheese Danish,Pastry,2,90.0,180.0,Maya,Ryan Go,False
TXN-00432,2024-03-26,09:00,Quezon City,Ana Garcia,Caramel Latte,Hot Drinks,2,155.0,310.0,Credit Card,Mark Tan,True
TXN-00433,2024-02-02,14:00,Pasig,Ana Reyes,Americano,Hot Drinks,2,120.0,240.0,Debit Card,Rina Ocampo,True
TXN-00434,2024-12-01,13:30,Quezon City,Patricia Bautista,Caramel Latte,Hot Drinks,2,155.0,310.0,GCash,Rina Ocampo,True
TXN-00435,2024-01-18,17:30,Pasig,Felix Gonzales,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Debit Card,Ryan Go,True
TXN-00436,2024-12-23,15:15,Pasig,Clara Ramos,Banana Bread,Pastry,2,80.0,160.0,Maya,Ryan Go,True
TXN-00437,2024-02-15,14:30,Makati,Carlos Santos,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Debit Card,Rina Ocampo,False
TXN-00438,2024-05-26,14:00,Makati,Ramon Torres,Cinnamon Roll,Pastry,4,100.0,400.0,Credit Card,Diana Reyes,True
TXN-00439,2024-01-04,15:30,Mandaluyong,Nico Ramos,Americano,Hot Drinks,3,120.0,360.0,GCash,Mira Flores,False
TXN-00440,2024-04-22,11:00,Pasig,Renz Castillo,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Maya,Diana Reyes,False
TXN-00441,2024-04-06,20:00,Ortigas,Patricia Villanueva,Caramel Latte,Hot Drinks,1,155.0,155.0,Maya,Ryan Go,True
TXN-00442,2024-06-13,07:15,Pasig,Juan Torres,Hot Chocolate,Hot Drinks,1,130.0,130.0,GCash,Ryan Go,True
TXN-00443,2024-04-29,08:15,Ortigas,Nico Torres,Americano,Hot Drinks,1,120.0,120.0,Maya,Ryan Go,True
TXN-00444,2024-06-18,08:15,Ortigas,Ana Lopez,Cappuccino,Hot Drinks,3,145.0,435.0,GCash,Paolo Cruz,False
TXN-00445,2024-07-14,20:00,Makati,Patricia Garcia,Caramel Latte,Hot Drinks,1,155.0,155.0,GCash,Ryan Go,True
TXN-00446,2024-09-23,17:15,Alabang,Carlos Gonzales,Strawberry Frappe,Cold Drinks,2,175.0,350.0,GCash,Jessa Lim,True
TXN-00447,2024-05-09,14:30,Mandaluyong,Sofia Reyes,Cappuccino,Hot Drinks,3,145.0,435.0,Credit Card,Alvin Santos,True
TXN-00448,2024-03-26,19:30,Makati,Luis Santos,Chocolate Croissant,Pastry,1,95.0,95.0,Debit Card,Ryan Go,True
TXN-00449,2024-07-09,19:00,Makati,Renz Flores,Caramel Latte,Hot Drinks,2,155.0,310.0,Cash,Alvin Santos,True
TXN-00450,2024-12-25,15:00,Alabang,Felix Castillo,Americano,Hot Drinks,1,120.0,120.0,Credit Card,Paolo Cruz,True
TXN-00451,2024-12-18,13:30,Ortigas,Jose Mendoza,Blueberry Muffin,Pastry,1,85.0,85.0,Debit Card,Diana Reyes,False
TXN-00452,2024-04-07,16:15,Quezon City,Patricia Torres,Cheese Danish,Pastry,1,90.0,90.0,Cash,Rina Ocampo,False
TXN-00453,2024-05-31,20:30,Quezon City,Tanya Ramos,Cheese Danish,Pastry,2,90.0,180.0,Cash,Alvin Santos,True
TXN-00454,2024-06-13,18:00,Ortigas,Sofia Lopez,Banana Bread,Pastry,3,80.0,240.0,Debit Card,Rina Ocampo,False
TXN-00455,2024-06-14,13:30,Quezon City,Ana Santos,Brewed Coffee,Hot Drinks,2,95.0,190.0,GCash,Jessa Lim,True
TXN-00456,2024-02-24,14:15,Ortigas,Lea Bautista,Brewed Coffee,Hot Drinks,2,95.0,190.0,Debit Card,Diana Reyes,True
TXN-00457,2024-07-06,10:00,Makati,Ana Mendoza,Caramel Latte,Hot Drinks,2,155.0,310.0,Maya,Mira Flores,False
TXN-00458,2024-12-28,07:30,Mandaluyong,Carlos Reyes,Chocolate Croissant,Pastry,2,95.0,190.0,Debit Card,Mark Tan,True
TXN-00459,2024-04-28,15:45,Quezon City,Luis Villanueva,Caramel Latte,Hot Drinks,2,155.0,310.0,Debit Card,Mira Flores,True
TXN-00460,2024-11-22,16:30,BGC,Nico Gonzales,Cinnamon Roll,Pastry,2,100.0,200.0,GCash,Rina Ocampo,False
TXN-00461,2024-09-15,12:15,Alabang,Marco Gonzales,Banana Bread,Pastry,1,80.0,80.0,Debit Card,Alvin Santos,False
TXN-00462,2024-07-30,19:45,Mandaluyong,Clara Lopez,Cheese Danish,Pastry,2,90.0,180.0,Credit Card,Diana Reyes,False
TXN-00463,2024-08-19,14:45,Quezon City,Renz Santos,Brewed Coffee,Hot Drinks,5,95.0,475.0,Maya,Jessa Lim,False
TXN-00464,2024-04-23,10:30,Quezon City,Tanya Lopez,Cappuccino,Hot Drinks,4,145.0,580.0,Cash,Jessa Lim,False
TXN-00465,2024-07-01,09:15,Pasig,Luis Garcia,Matcha Latte,Cold Drinks,3,160.0,480.0,Maya,Mark Tan,False
TXN-00466,2024-10-18,10:00,BGC,Miguel Mendoza,Cheese Danish,Pastry,3,90.0,270.0,Debit Card,Diana Reyes,True
TXN-00467,2024-10-22,13:00,BGC,Nico Ramos,Cappuccino,Hot Drinks,1,145.0,145.0,GCash,Jessa Lim,False
TXN-00468,2024-01-28,11:00,Mandaluyong,Andrea Lopez,Cold Brew,Cold Drinks,2,150.0,300.0,GCash,Jessa Lim,False
TXN-00469,2024-08-16,19:00,Quezon City,Lea Cruz,Americano,Hot Drinks,1,120.0,120.0,Maya,Mark Tan,False
TXN-00470,2024-10-19,18:00,Cubao,Lea Lopez,Cinnamon Roll,Pastry,1,100.0,100.0,GCash,Rina Ocampo,False
TXN-00471,2024-10-13,10:45,Mandaluyong,Renz Aquino,Cold Brew,Cold Drinks,1,150.0,150.0,GCash,Mark Tan,False
TXN-00472,2024-08-08,12:00,Alabang,Marco Garcia,Americano,Hot Drinks,1,120.0,120.0,Maya,Jessa Lim,False
TXN-00473,2024-03-27,12:45,Alabang,Luis Garcia,Blueberry Muffin,Pastry,1,85.0,85.0,GCash,Mark Tan,True
TXN-00474,2024-01-28,10:15,Ortigas,Juan Torres,Iced Americano,Cold Drinks,1,130.0,130.0,Credit Card,Jessa Lim,False
TXN-00475,2024-04-17,18:15,Ortigas,Isabella Lopez,Hot Chocolate,Hot Drinks,2,130.0,260.0,Debit Card,Rina Ocampo,True
TXN-00476,2024-07-11,16:00,Pasig,Sofia Castillo,Iced Caramel Latte,Cold Drinks,1,165.0,165.0,Cash,Ryan Go,True
TXN-00477,2024-02-04,13:30,Cubao,Maria Torres,Cheese Danish,Pastry,3,90.0,270.0,GCash,Mira Flores,True
TXN-00478,2024-06-10,14:00,Makati,Patricia Lopez,Caramel Latte,Hot Drinks,2,155.0,310.0,Cash,Paolo Cruz,False
TXN-00479,2024-06-19,14:45,Pasig,Marco Flores,Blueberry Muffin,Pastry,1,85.0,85.0,GCash,Diana Reyes,True
TXN-00480,2024-11-16,11:45,Alabang,Luis Cruz,Hot Chocolate,Hot Drinks,4,130.0,520.0,Credit Card,Rina Ocampo,True
TXN-00481,2024-07-14,15:15,Alabang,Nico Torres,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Credit Card,Rina Ocampo,True
TXN-00482,2024-11-30,09:15,Quezon City,Tanya Gonzales,Cappuccino,Hot Drinks,2,145.0,290.0,Credit Card,Rina Ocampo,True
TXN-00483,2024-06-11,08:00,Makati,Carla Aquino,Cappuccino,Hot Drinks,3,145.0,435.0,Maya,Mira Flores,False
TXN-00484,2024-06-04,14:30,Pasig,Miguel Santos,Caramel Latte,Hot Drinks,1,155.0,155.0,Debit Card,Paolo Cruz,True
TXN-00485,2024-04-28,17:00,Ortigas,Ramon Cruz,Iced Americano,Cold Drinks,2,130.0,260.0,Maya,Rina Ocampo,False
TXN-00486,2024-09-08,14:15,Makati,Nico Castillo,Caramel Latte,Hot Drinks,1,155.0,155.0,Maya,Mira Flores,True
TXN-00487,2024-12-09,10:15,Ortigas,Patricia De Leon,Caramel Latte,Hot Drinks,4,155.0,620.0,Maya,Ryan Go,True
TXN-00488,2024-08-06,13:00,Makati,Lea Villanueva,Cinnamon Roll,Pastry,2,100.0,200.0,Debit Card,Mark Tan,False
TXN-00489,2024-08-21,20:00,Cubao,Jose Lopez,Hot Chocolate,Hot Drinks,2,130.0,260.0,Debit Card,Jessa Lim,True
TXN-00490,2024-05-29,14:45,Makati,Nico Torres,Matcha Latte,Cold Drinks,2,160.0,320.0,Debit Card,Rina Ocampo,False
TXN-00491,2024-11-26,14:00,Quezon City,Clara Gonzales,Banana Bread,Pastry,1,80.0,80.0,Credit Card,Mira Flores,False
TXN-00492,2024-08-18,07:15,Ortigas,Sofia Gonzales,Cold Brew,Cold Drinks,3,150.0,450.0,Cash,Diana Reyes,False
TXN-00493,2024-12-20,17:15,Alabang,Patricia Bautista,Chocolate Croissant,Pastry,1,95.0,95.0,Cash,Mira Flores,True
TXN-00494,2024-07-12,15:45,Quezon City,Clara De Leon,Caramel Latte,Hot Drinks,4,155.0,620.0,GCash,Rina Ocampo,True
TXN-00495,2024-12-30,07:45,Quezon City,Patricia Torres,Matcha Latte,Cold Drinks,2,160.0,320.0,Cash,Rina Ocampo,True
TXN-00496,2024-01-02,16:30,Makati,Ramon Lopez,Americano,Hot Drinks,2,120.0,240.0,Debit Card,Ryan Go,True
TXN-00497,2024-04-21,16:45,Makati,Renz Villanueva,Strawberry Frappe,Cold Drinks,1,175.0,175.0,GCash,Diana Reyes,True
TXN-00498,2024-01-26,09:15,Pasig,Jose Bautista,Cappuccino,Hot Drinks,1,145.0,145.0,Maya,Mark Tan,True
TXN-00499,2024-02-25,13:15,Quezon City,Renz Villanueva,Cappuccino,Hot Drinks,2,145.0,290.0,Credit Card,Alvin Santos,True
TXN-00500,2024-02-17,19:30,Cubao,Ana Castillo,Matcha Latte,Cold Drinks,3,160.0,480.0,Debit Card,Mark Tan,False
TXN-00501,2024-08-29,09:00,Mandaluyong,Nico Lopez,Cheese Danish,Pastry,1,90.0,90.0,GCash,Jessa Lim,True
TXN-00502,2024-10-19,18:00,Alabang,Carlos Ramos,Cold Brew,Cold Drinks,4,150.0,600.0,Maya,Alvin Santos,True
TXN-00503,2024-11-10,16:45,Mandaluyong,Miguel Gonzales,Cinnamon Roll,Pastry,2,100.0,200.0,Maya,Paolo Cruz,True
TXN-00504,2024-03-01,07:45,Cubao,Sofia Castillo,Chocolate Croissant,Pastry,2,95.0,190.0,Credit Card,Jessa Lim,False
TXN-00505,2024-06-28,15:15,BGC,Isabella Castillo,Caramel Latte,Hot Drinks,2,155.0,310.0,Maya,Diana Reyes,False
TXN-00506,2024-01-04,08:30,Quezon City,Renz Santos,Strawberry Frappe,Cold Drinks,2,175.0,350.0,GCash,Alvin Santos,False
TXN-00507,2024-12-10,14:45,Alabang,Patricia Gonzales,Caramel Latte,Hot Drinks,2,155.0,310.0,Credit Card,Mira Flores,True
TXN-00508,2024-09-23,11:30,Alabang,Clara Bautista,Banana Bread,Pastry,1,80.0,80.0,Maya,Mark Tan,True
TXN-00509,2024-05-23,20:00,Cubao,Miguel Villanueva,Strawberry Frappe,Cold Drinks,2,175.0,350.0,GCash,Mark Tan,False
TXN-00510,2024-12-27,20:30,Mandaluyong,Ana Mendoza,Chocolate Croissant,Pastry,1,95.0,95.0,Maya,Ryan Go,False
TXN-00511,2024-04-20,15:30,Mandaluyong,Jose Castillo,Brewed Coffee,Hot Drinks,1,95.0,95.0,Cash,Ryan Go,True
TXN-00512,2024-09-04,15:15,Alabang,Tanya Torres,Cappuccino,Hot Drinks,4,145.0,580.0,GCash,Mark Tan,True
TXN-00513,2024-04-15,18:00,Makati,Tanya Reyes,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Maya,Jessa Lim,True
TXN-00514,2024-06-19,14:00,Pasig,Carlos Santos,Hot Chocolate,Hot Drinks,3,130.0,390.0,GCash,Alvin Santos,True
TXN-00515,2024-04-08,11:30,Quezon City,Juan Torres,Cheese Danish,Pastry,3,90.0,270.0,GCash,Diana Reyes,True
TXN-00516,2024-01-08,16:00,Quezon City,Andrea Torres,Hot Chocolate,Hot Drinks,1,130.0,130.0,Maya,Paolo Cruz,True
TXN-00517,2024-02-06,11:30,Makati,Maria Mendoza,Cinnamon Roll,Pastry,1,100.0,100.0,Cash,Mira Flores,True
TXN-00518,2024-02-14,13:45,Alabang,Patricia Villanueva,Hot Chocolate,Hot Drinks,3,130.0,390.0,Maya,Alvin Santos,True
TXN-00519,2024-12-31,19:00,Ortigas,Patricia Reyes,Cold Brew,Cold Drinks,1,150.0,150.0,Maya,Ryan Go,False
TXN-00520,2024-04-28,10:15,Alabang,Lea Cruz,Cheese Danish,Pastry,4,90.0,360.0,Maya,Ryan Go,False
TXN-00521,2024-01-16,08:45,Alabang,Miguel Torres,Cappuccino,Hot Drinks,2,145.0,290.0,Debit Card,Rina Ocampo,True
TXN-00522,2024-07-26,20:00,Ortigas,Carlos Lopez,Cold Brew,Cold Drinks,2,150.0,300.0,Credit Card,Mira Flores,True
TXN-00523,2024-11-13,10:15,Cubao,Sofia De Leon,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Credit Card,Alvin Santos,True
TXN-00524,2024-03-29,17:00,Ortigas,Juan Villanueva,Banana Bread,Pastry,3,80.0,240.0,Maya,Mark Tan,False
TXN-00525,2024-03-31,11:45,Cubao,Renz Castillo,Hot Chocolate,Hot Drinks,1,130.0,130.0,Maya,Ryan Go,True
TXN-00526,2024-02-16,10:15,Pasig,Carla Mendoza,Chocolate Croissant,Pastry,3,95.0,285.0,Credit Card,Ryan Go,True
TXN-00527,2024-04-15,17:30,Cubao,Carlos Gonzales,Cold Brew,Cold Drinks,3,150.0,450.0,Maya,Mark Tan,True
TXN-00528,2024-11-09,15:45,Makati,Felix Santos,Cappuccino,Hot Drinks,1,145.0,145.0,Debit Card,Alvin Santos,True
TXN-00529,2024-05-24,20:00,Alabang,Lea Bautista,Americano,Hot Drinks,2,120.0,240.0,Credit Card,Mira Flores,False
TXN-00530,2024-08-10,15:15,Cubao,Sofia Lopez,Blueberry Muffin,Pastry,2,85.0,170.0,Maya,Mira Flores,True
TXN-00531,2024-05-27,20:15,Ortigas,Maria Cruz,Brewed Coffee,Hot Drinks,1,95.0,95.0,Credit Card,Rina Ocampo,True
TXN-00532,2024-03-11,17:45,Ortigas,Renz Cruz,Cold Brew,Cold Drinks,4,150.0,600.0,Debit Card,Mira Flores,False
TXN-00533,2024-07-15,12:15,Mandaluyong,Clara Mendoza,Americano,Hot Drinks,2,120.0,240.0,Debit Card,Diana Reyes,False
TXN-00534,2024-10-06,16:30,Ortigas,Marco Reyes,Brewed Coffee,Hot Drinks,2,95.0,190.0,Cash,Rina Ocampo,False
TXN-00535,2024-08-26,15:00,BGC,Ramon Bautista,Banana Bread,Pastry,1,80.0,80.0,Debit Card,Diana Reyes,True
TXN-00536,2024-06-24,15:00,Alabang,Ramon Villanueva,Strawberry Frappe,Cold Drinks,2,175.0,350.0,Credit Card,Alvin Santos,False
TXN-00537,2024-05-28,09:00,Makati,Clara Torres,Banana Bread,Pastry,2,80.0,160.0,Credit Card,Rina Ocampo,True
TXN-00538,2024-12-02,11:00,Pasig,Tanya Reyes,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Maya,Rina Ocampo,False
TXN-00539,2024-05-20,20:30,Quezon City,Clara Aquino,Brewed Coffee,Hot Drinks,2,95.0,190.0,Credit Card,Alvin Santos,True
TXN-00540,2024-05-13,19:15,BGC,Jose Flores,Iced Caramel Latte,Cold Drinks,3,165.0,495.0,GCash,Rina Ocampo,False
TXN-00541,2024-07-30,19:45,Alabang,Miguel Garcia,Americano,Hot Drinks,2,120.0,240.0,Cash,Diana Reyes,True
TXN-00542,2024-01-27,09:45,Cubao,Felix Garcia,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Credit Card,Ryan Go,False
TXN-00543,2024-03-15,15:45,Alabang,Patricia Ramos,Cappuccino,Hot Drinks,4,145.0,580.0,Debit Card,Jessa Lim,True
TXN-00544,2024-09-29,17:30,Pasig,Isabella Flores,Cold Brew,Cold Drinks,4,150.0,600.0,Maya,Mark Tan,False
TXN-00545,2024-12-01,16:45,Mandaluyong,Clara Castillo,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Debit Card,Alvin Santos,True
TXN-00546,2024-06-09,15:00,BGC,Maria Ramos,Chocolate Croissant,Pastry,3,95.0,285.0,Debit Card,Mark Tan,False
TXN-00547,2024-06-28,10:30,Makati,Renz Reyes,Iced Caramel Latte,Cold Drinks,1,165.0,165.0,Debit Card,Paolo Cruz,True
TXN-00548,2024-12-28,08:00,Quezon City,Clara Castillo,Blueberry Muffin,Pastry,1,85.0,85.0,Cash,Rina Ocampo,False
TXN-00549,2024-05-30,14:00,Cubao,Isabella Castillo,Cinnamon Roll,Pastry,4,100.0,400.0,Maya,Diana Reyes,True
TXN-00550,2024-02-07,11:00,Pasig,Jose Torres,Strawberry Frappe,Cold Drinks,1,175.0,175.0,GCash,Ryan Go,True
TXN-00551,2024-09-08,10:45,Cubao,Felix Castillo,Americano,Hot Drinks,1,120.0,120.0,GCash,Mark Tan,False
TXN-00552,2024-05-12,08:00,Ortigas,Isabella Castillo,Brewed Coffee,Hot Drinks,2,95.0,190.0,Cash,Ryan Go,True
TXN-00553,2024-11-30,17:00,Cubao,Andrea Gonzales,Americano,Hot Drinks,1,120.0,120.0,Debit Card,Jessa Lim,False
TXN-00554,2024-09-01,13:45,Ortigas,Maria Ramos,Chocolate Croissant,Pastry,2,95.0,190.0,Cash,Alvin Santos,False
TXN-00555,2024-12-15,11:45,Ortigas,Andrea Reyes,Brewed Coffee,Hot Drinks,1,95.0,95.0,Maya,Paolo Cruz,True
TXN-00556,2024-10-10,07:45,BGC,Lea Gonzales,Blueberry Muffin,Pastry,1,85.0,85.0,Maya,Ryan Go,True
TXN-00557,2024-11-19,14:15,Ortigas,Clara Garcia,Brewed Coffee,Hot Drinks,1,95.0,95.0,Credit Card,Mark Tan,False
TXN-00558,2024-09-12,15:45,Makati,Andrea Castillo,Brewed Coffee,Hot Drinks,1,95.0,95.0,Credit Card,Mark Tan,True
TXN-00559,2024-11-30,17:45,BGC,Clara Garcia,Banana Bread,Pastry,1,80.0,80.0,Cash,Rina Ocampo,False
TXN-00560,2024-11-30,07:45,Quezon City,Carla Santos,Chocolate Croissant,Pastry,1,95.0,95.0,Cash,Diana Reyes,True
TXN-00561,2024-08-21,16:15,Ortigas,Juan Reyes,Chocolate Croissant,Pastry,3,95.0,285.0,Debit Card,Paolo Cruz,True
TXN-00562,2024-04-13,13:30,Quezon City,Clara Lopez,Cinnamon Roll,Pastry,1,100.0,100.0,Maya,Paolo Cruz,True
TXN-00563,2024-10-30,09:30,Alabang,Nico Cruz,Brewed Coffee,Hot Drinks,1,95.0,95.0,Debit Card,Rina Ocampo,False
TXN-00564,2024-05-04,16:00,Quezon City,Renz Ramos,Brewed Coffee,Hot Drinks,3,95.0,285.0,Cash,Ryan Go,True
TXN-00565,2024-01-04,07:15,Ortigas,Nico Aquino,Hot Chocolate,Hot Drinks,3,130.0,390.0,GCash,Paolo Cruz,True
TXN-00566,2024-11-23,11:45,Makati,Renz Aquino,Iced Caramel Latte,Cold Drinks,4,165.0,660.0,Debit Card,Rina Ocampo,False
TXN-00567,2024-11-09,08:30,BGC,Luis Garcia,Strawberry Frappe,Cold Drinks,1,175.0,175.0,Debit Card,Mark Tan,False
TXN-00568,2024-10-03,15:15,Quezon City,Sofia Reyes,Iced Caramel Latte,Cold Drinks,1,165.0,165.0,Credit Card,Ryan Go,True
TXN-00569,2024-03-22,17:00,Alabang,Nico Torres,Cappuccino,Hot Drinks,1,145.0,145.0,Debit Card,Ryan Go,True
TXN-00570,2024-02-23,18:00,BGC,Maria Mendoza,Blueberry Muffin,Pastry,1,85.0,85.0,Cash,Paolo Cruz,False
TXN-00571,2024-10-30,16:30,BGC,Andrea Garcia,Iced Caramel Latte,Cold Drinks,2,165.0,330.0,Maya,Paolo Cruz,True
TXN-00572,2024-05-01,18:45,Ortigas,Ana Mendoza,Americano,Hot Drinks,3,120.0,360.0,Cash,Mira Flores,True
TXN-00573,2024-04-20,16:45,Mandaluyong,Patricia Aquino,Americano,Hot Drinks,1,120.0,120.0,Maya,Diana Reyes,True
TXN-00574,2024-06-20,09:00,Ortigas,Carla Reyes,Banana Bread,Pastry,1,80.0,80.0,Credit Card,Mira Flores,True
TXN-00575,2024-06-24,10:30,Quezon City,Renz Gonzales,Blueberry Muffin,Pastry,3,85.0,255.0,Debit Card,Paolo Cruz,True
TXN-00576,2024-07-29,20:45,Makati,Patricia Torres,Hot Chocolate,Hot Drinks,2,130.0,260.0,Credit Card,Paolo Cruz,True
TXN-00577,2024-06-16,13:15,Makati,Maria Ramos,Blueberry Muffin,Pastry,4,85.0,340.0,Cash,Ryan Go,True
TXN-00578,2024-08-05,15:45,Makati,Luis Reyes,Iced Americano,Cold Drinks,2,130.0,260.0,Credit Card,Paolo Cruz,True
TXN-00579,2024-07-02,11:15,Ortigas,Carlos Cruz,Chocolate Croissant,Pastry,1,95.0,95.0,Debit Card,Jessa Lim,False
TXN-00580,2024-08-25,19:15,Ortigas,Marco Bautista,Cinnamon Roll,Pastry,1,100.0,100.0,Cash,Mark Tan,False
TXN-00581,2024-12-19,12:00,Mandaluyong,Renz Lopez,Strawberry Frappe,Cold Drinks,3,175.0,525.0,Cash,Alvin Santos,True
